strComposition,energy_pa,volume_pa,magmom_pa,bandgap,delta_e,stability,composition,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,ElementFraction Exceptions,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,ElementProperty Exceptions
Bi1Br1Mn1Se2,-4.8456026305,26.3978,0.999997905,0.787,-0.576322673087,0.00439851446965,Bi1 Br1 Mn1 Se2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,83.0,58.0,42.2,16.32,34.0,52.0,95.0,43.0,82.2,12.079999999999998,89.0,54.938045,208.9804,154.042355,100.348489,43.45276440000001,78.96,265.8,1519.0,1253.2,663.4399999999999,342.22399999999993,494.0,7.0,17.0,10.0,14.2,2.8800000000000003,16.0,4.0,6.0,2.0,4.4,0.6400000000000002,4.0,120.0,148.0,28.0,129.4,11.28,120.0,1.55,2.96,1.41,2.3259999999999996,0.4327999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.2,1.36,4.0,5.0,10.0,5.0,9.0,1.6,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,7.0,29.0,22.0,17.0,4.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6,0.8800000000000001,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6,1.12,2.0,10.4875862069,32.95,22.462413793100005,24.951517241380003,5.785572413791999,25.92,0.0,1.457,1.457,0.611,0.4888,0.799,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.92386206896e-05,0.0,12.0,217.0,205.0,64.2,61.120000000000005,14.0,
Bi1Br4Te2,-2.89243224,37.6344,,1.203,-0.681127610176,0.0329499379418,Bi1 Br4 Te2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35.0,83.0,48.0,46.714285714285715,13.387755102040815,35.0,86.0,95.0,9.0,92.28571428571428,3.1020408163265296,95.0,79.904,208.9804,129.0764,111.97091428571429,36.647902040816334,79.904,265.8,722.66,456.86,436.13142857142856,194.6644897959183,265.8,15.0,17.0,2.0,16.428571428571427,0.6530612244897961,17.0,4.0,6.0,2.0,4.571428571428571,0.6530612244897959,4.0,120.0,148.0,28.0,129.14285714285714,10.448979591836734,120.0,2.02,2.96,0.94,2.5799999999999996,0.4342857142857143,2.96,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.428571428571429,0.6530612244897959,5.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,16.0,29.0,13.0,18.428571428571427,3.020408163265305,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5714285714285714,0.6530612244897959,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5714285714285714,0.6530612244897959,1.0,29.48,34.7633333333,5.283333333299996,31.48523809522857,2.2917006802612234,29.48,0.0,1.457,1.457,0.9651428571428572,0.5621224489795918,1.457,0.0,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,81.71428571428571,40.16326530612245,64.0,
Bi1Cd1I1Se2,-3.158821385,30.1679,,1.433,-0.513317520613,0.0384500917873,Bi1 Cd1 I1 Se2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34.0,83.0,49.0,50.4,14.080000000000002,34.0,70.0,96.0,26.0,86.0,6.4,89.0,78.96,208.9804,130.0204,121.243174,37.3594088,78.96,386.85,594.22,207.37,502.694,53.292799999999986,494.0,12.0,17.0,5.0,15.2,1.36,16.0,4.0,6.0,2.0,4.8,0.64,4.0,120.0,148.0,28.0,134.2,11.360000000000005,120.0,1.69,2.66,0.9700000000000002,2.2939999999999996,0.3512,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.2,1.36,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,12.0,29.0,17.0,18.0,4.4,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6,0.8800000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6,0.8800000000000001,2.0,19.495,43.015,23.52,29.46,6.8180000000000005,25.92,0.0,1.062,1.062,0.532,0.4256,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,59.6,55.52,14.0,
Bi1Cl12Cs4Sb1,-3.26422486583,31.12,,0.553,-1.67185326595,-0.00357132030679,Bi1 Cl12 Cs4 Sb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,83.0,66.0,31.0,18.666666666666668,17.0,5.0,94.0,89.0,73.27777777777777,30.345679012345677,94.0,35.453,208.9804,173.5274,71.54434486666668,48.12179315555556,35.453,171.6,903.78,732.18,261.8744444444444,120.3659259259259,171.6,1.0,17.0,16.0,13.22222222222222,5.432098765432098,17.0,3.0,6.0,3.0,3.9444444444444446,1.2592592592592595,3.0,102.0,244.0,142.0,138.16666666666666,48.22222222222222,102.0,0.79,3.16,2.37,2.5083333333333337,0.8688888888888888,3.16,1.0,2.0,1.0,1.7777777777777777,0.345679012345679,2.0,0.0,5.0,5.0,3.6666666666666665,1.7777777777777777,5.0,0.0,10.0,10.0,1.1111111111111112,1.9753086419753088,0.0,0.0,14.0,14.0,0.7777777777777778,1.469135802469136,0.0,1.0,29.0,28.0,7.333333333333333,3.259259259259259,7.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,3.0,3.0,1.0,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.2222222222222223,0.3950617283950618,1.0,24.4975,115.765,91.2675,45.64111111111111,31.166172839506174,24.4975,0.0,2.493,2.493,1.662,1.108,2.493,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,103.44444444444444,62.75308641975309,64.0,
Bi1Cl1Mn1S2,-5.2547168235,22.5718,1.000001725,0.914,-0.835434452449,-0.0181011985736,Bi1 Cl1 Mn1 S2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,83.0,67.0,31.4,20.64,16.0,52.0,94.0,42.0,81.6,11.840000000000003,88.0,32.065,208.9804,176.9154,72.700289,54.5120444,32.065,171.6,1519.0,1347.4,602.344,366.6624000000001,388.36,7.0,17.0,10.0,14.2,2.8800000000000003,16.0,3.0,6.0,3.0,3.8,0.96,3.0,102.0,148.0,46.0,119.8,18.96,105.0,1.55,3.16,1.61,2.378,0.4744,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.2,1.36,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,29.0,23.0,11.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6,0.8800000000000001,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6,1.12,2.0,10.4875862069,32.95,22.462413793100005,23.901767241380004,5.365672413791998,25.786875,0.0,2.493,2.493,1.3794,1.10352,2.202,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.92386206896e-05,0.0,12.0,217.0,205.0,86.6,52.15999999999999,70.0,
Bi1Cl1Te1,-3.60633122667,34.8615,,1.426,-0.738081957282,-0.0516684033605,Bi1 Cl1 Te1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,83.0,66.0,50.666666666666664,22.444444444444446,17.0,86.0,94.0,8.0,90.0,2.6666666666666665,86.0,35.453,208.9804,173.5274,124.01113333333336,59.038755555555554,35.453,171.6,722.66,551.06,479.5533333333333,205.3022222222222,171.6,15.0,17.0,2.0,16.0,0.6666666666666666,15.0,3.0,6.0,3.0,4.666666666666667,1.111111111111111,3.0,102.0,148.0,46.0,129.33333333333334,18.222222222222214,102.0,2.02,3.16,1.14,2.4266666666666663,0.4888888888888887,2.02,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.0,0.6666666666666666,3.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222222,0.0,7.0,29.0,22.0,17.333333333333332,7.777777777777778,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.6666666666666666,1.0,24.4975,34.7633333333,10.265833333299998,30.736944444433338,4.159629629622223,24.4975,0.0,2.493,2.493,0.9856666666666666,1.0048888888888887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,76.0,50.666666666666664,12.0,
Bi1Cl2Cu1S1,-3.6898688,22.2097,,0.8,-0.810365724281,0.0286066163388,Bi1 Cl2 Cu1 S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,83.0,67.0,32.4,20.24,17.0,64.0,94.0,30.0,85.2,8.479999999999999,94.0,32.065,208.9804,176.9154,75.09948,53.552368,35.453,171.6,1357.77,1186.17,526.746,339.47119999999995,171.6,11.0,17.0,6.0,15.2,1.7600000000000002,17.0,3.0,6.0,3.0,3.8,0.96,3.0,102.0,148.0,46.0,117.8,17.759999999999998,102.0,1.9,3.16,1.2600000000000002,2.564,0.4832000000000001,3.16,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,5.0,5.0,3.4,1.52,5.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,29.0,23.0,12.0,6.8,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.4,0.8800000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.6,0.72,1.0,11.07,32.95,21.880000000000003,23.760374999999996,5.076150000000002,24.4975,0.0,2.493,2.493,1.4376,1.15008,2.493,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,87.0,55.2,64.0,
Bi1Cs2In1,-2.171107545,46.8705,,0.302,-0.05407601625,0.22797864711,Bi1 Cs2 In1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,49.0,83.0,34.0,60.5,11.25,55.0,5.0,86.0,81.0,42.75,37.75,5.0,114.818,208.9804,94.1624,147.40232595,30.789037025000003,132.9054519,301.59,544.4,242.81,394.3325,92.7425,301.59,1.0,15.0,14.0,7.5,6.5,1.0,5.0,6.0,1.0,5.75,0.375,6.0,142.0,244.0,102.0,194.5,49.5,244.0,0.79,2.02,1.23,1.345,0.5549999999999999,0.79,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,3.5,5.25,0.0,1.0,29.0,28.0,11.0,10.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.5,1.0,24.26,115.765,91.505,72.185,43.58,115.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,152.25,76.75,229.0,
Bi1Fe1O3,-6.294189555,12.4205,1.0000002,1.419,-1.58285401732,-0.00518499026678,Bi1 Fe1 O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,83.0,75.0,26.6,22.56,8.0,55.0,87.0,32.0,80.4,10.159999999999997,87.0,15.9994,208.9804,192.981,62.56472,58.566272000000005,15.9994,54.8,1811.0,1756.2,503.96,538.992,54.8,8.0,16.0,8.0,14.2,2.4800000000000004,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,148.0,82.0,95.6,35.519999999999996,66.0,1.83,3.44,1.61,2.834,0.7272,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,3.2,3.8400000000000007,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,29.0,23.0,11.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,9.105,32.95,23.845,14.199000000000002,7.500400000000002,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,55.4,69.44,12.0,
Bi1Fe1S4Sb1,-4.91467101036,20.3877,-0.00027895,0.217,-0.393044237847,0.16892537839,Bi1 Fe1 S4 Sb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,83.0,67.0,32.0,20.0,16.0,55.0,88.0,33.0,82.57142857142857,7.8775510204081645,88.0,32.065,208.9804,176.9154,73.54934285714286,52.4690612244898,32.065,388.36,1811.0,1422.64,687.5171428571429,382.7844897959184,388.36,8.0,16.0,8.0,14.571428571428571,1.8775510204081631,16.0,3.0,6.0,3.0,3.857142857142857,0.979591836734694,3.0,105.0,148.0,43.0,119.85714285714286,16.979591836734695,105.0,1.83,2.58,0.75,2.317142857142857,0.3004081632653061,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.142857142857143,0.979591836734694,4.0,0.0,10.0,10.0,3.7142857142857144,4.244897959183674,0.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,6.0,29.0,23.0,10.857142857142858,6.36734693877551,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.5714285714285714,2.0,0.0,4.0,4.0,0.5714285714285714,0.979591836734694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.5714285714285716,0.6530612244897959,2.0,10.73,32.95,22.22,25.48392857142857,4.215408163265306,25.786875,0.0,2.202,2.202,1.2582857142857142,1.078530612244898,2.202,0.0,2.1106628,2.1106628,0.3015232571428571,0.516897012244898,0.0,12.0,229.0,217.0,98.14285714285714,56.775510204081634,70.0,
